,comment,date,+/-
862,"Speculation refers to the act of conducting a financial transaction that has substantial risk of losing value but also holds the expectation of a significant gain or other major value. With speculation, the risk of loss is more than offset by the possibili...Show more
","Apr 05, 2019 11:31AM ET",
863,"Lets ask Mr. Mathematics.. . CALL OPTİON: 272 TO 295 BEFORE DELIVERY REPORT = 7,7 PERCENT . . PUT OPTION:272 TO 252 7,9 PERCENT.. . HMMM. lets think 63.000 delivery below 31 percent from q4 2018. . . Yess I will short.
","Apr 05, 2019 11:11AM ET",
864,"500.000 Units. Twit.. . Official press rellessss is 360.000 -400.000 Unit.. . Hmmmm. What should I do . What Should I do.. . Yeesss. I will short sell.
","Apr 05, 2019 11:06AM ET",
865,"500 USD next month
","Apr 05, 2019 11:06AM ET",
866,"Judging from the past volatility history it is going to jump 50% up in the nearest few weeks. Not that's it's justified by any fundamentals, it's mere speculation.
","Apr 05, 2019 10:53AM ET",
867,"279 by the end of the day
","Apr 05, 2019 10:51AM ET",
868,"Monday confirm more than 280 expected.. Cheers..
","Apr 05, 2019 10:46AM ET",
869,"it seems that worst is over. There will be no bad news if you will not pufff iagain n Live Elon Tusk.
","Apr 05, 2019 10:35AM ET",
870,"most important one  Earning report date . according to Nasdaq adv isory company zachs inv. expected date will be first of May. . . The company strategies before this date will be important
","Apr 05, 2019 10:34AM ET",
871,"Elon Tusk 22nd of April. There will be Autonomus driving presentation for shareholders. You can attend:)). this is a type of sell the news event.
","Apr 05, 2019 10:32AM ET",
872,"I have short positions at $316, but I'd like to trade the stock more. thinking of closing at shorting at a higher price. anyone aware of notable dates coming up (releases, debt auctions, repayments)?
","Apr 05, 2019 10:11AM ET",
873,"268.80 we go
","Apr 05, 2019 10:02AM ET",
874,"I think today not possible. Monday 280 or going down to 260
","Apr 05, 2019 9:51AM ET",
875,"$280
","Apr 05, 2019 9:43AM ET",
876,"it will test to $260 today
","Apr 05, 2019 9:39AM ET",
877,"Hey. Did you see WTI Trader. Where are you my friend. All of your posts were deleted.İİİ
","Apr 05, 2019 9:03AM ET",
878,"please go to 200!! Then I can buy tesla stock more.
","Apr 05, 2019 8:36AM ET",
879,"300 within the next couple of weeks or are people getting skittish on the value?
","Apr 05, 2019 8:11AM ET",
880,"$280 if the market behaves
","Apr 05, 2019 7:31AM ET",
881,"come back to 290
","Apr 05, 2019 5:49AM ET",
882,"Most probaly today reach more than 275 ..
","Apr 05, 2019 5:29AM ET",
883,"no affect of the court, contunue selling... -15k (Y)
","Apr 05, 2019 4:44AM ET",
884,"today 270
","Apr 05, 2019 3:35AM ET",
885,"next stop is 240 ...unless it holds 260
","Apr 05, 2019 2:36AM ET",
886,"This will test 255 soon.
","Apr 05, 2019 2:03AM ET",
887,"Regardless of noise, the US is not going to do anything meaningfully punitive to their rocket man and Tesla will conquer the world.
","Apr 05, 2019 1:08AM ET",
888,"Anyone see a descending triangle on weekly?
","Apr 05, 2019 12:27AM ET",
889,"Like the frequency chart for orders on the second page. . . . https://seekingalpha.com/article/4252882-tesla-model-3-demand-explained?page=1
","Apr 04, 2019 9:18PM ET",
890,"gap closed tmr
","Apr 04, 2019 8:15PM ET",
891,"Buy the dip.. https://invst.ly/agsl2
","Apr 04, 2019 5:09PM ET",
892,"Perfect entry point. I wish I had the current cost level. SEC thing is over. Nothing will come out of it. Judge clearly sees it as a non issue asking for sides to reach an agreement. meah... today was just overreaction. boring.
","Apr 04, 2019 5:04PM ET",
893,"""Judge Alison Nathan on Thursday ordered lawyers for Tesla, Elon and the Securities and Exchange Commission to discuss a resolution and come back in two weeks"" This judge does want other to the work for her. lol.
","Apr 04, 2019 4:58PM ET",
894,"loaded up today
","Apr 04, 2019 4:09PM ET",
895,"very unlikely Musk is going down. they just have to make an agreement.
","Apr 04, 2019 4:07PM ET",
896,"I found this article for you: Tesla's Elon Musk, SEC ordered by U.S. judge to try to settle For the full story: https://www.investing.com/news/stock-market-news/teslas-elon-musk-sec-ordered-by-us-judge-to-try-to-settle-1827901
","Apr 04, 2019 4:07PM ET",
897,"$268.03
","Apr 04, 2019 3:52PM ET",
898,"SEC asks for only fine.. lol. Price will jump tomorrow.
","Apr 04, 2019 3:44PM ET",
899,"Go long. This will squeeze
","Apr 04, 2019 3:18PM ET",
900,"What to do when everyone wants to short it...oh I know squeeze them out when they think that it should be going down (it makes people mad)...like BA did on its first bad day...and then go down a few days latter.
","Apr 04, 2019 3:12PM ET",
901,"5,100 -8.98%
","Apr 04, 2019 2:43PM ET",
902,"wow, what happened, was away from screen for a day
","Apr 04, 2019 2:36PM ET",
903,"Plant in California still churning max M3 it can. X and S numbers are disappointing but do not deserve the 8% drop.Classic example of ""buy the dip"". My 200k ;)
","Apr 04, 2019 2:22PM ET",
904,"watching live the situation is pretty bad $250 coming up
","Apr 04, 2019 1:57PM ET",
905,"musk arrives at the court get ready!
","Apr 04, 2019 1:48PM ET",
906,"dont worry guys... $300 again soon
","Apr 04, 2019 1:19PM ET",
907,"Analyst called for $4000 share price in 5 years yesterday:. . . https://www.cnbc.com/video/2019/04/03/tesla-elon-musk-bull-bear-stock-sec.html. . . . . Strong hands my friends
","Apr 04, 2019 1:04PM ET",
908,"i told you so a couple of months ago
","Apr 04, 2019 12:54PM ET",
909,"god saves the braves.
","Apr 04, 2019 12:30PM ET",
910,"So expanding into new markets is justification for sales to plummet.  Yah this is gonna fly.
","Apr 04, 2019 11:04AM ET",
911,"this stock is soon to be flushed..
","Apr 04, 2019 10:53AM ET",
912,"150 $ - 80$
","Apr 04, 2019 10:25AM ET",
913,"Tesla is the poster child of this bull market
","Apr 04, 2019 10:24AM ET",
914,"All eyes on the $250 support level. If breaks below that then could get ugly for Elon. Just how overvalued is this stock?
","Apr 04, 2019 10:17AM ET",
915,"I don't know why people on this forum still believe that Tesla is still 265$ stock.
","Apr 04, 2019 10:11AM ET",
916,"model Y pre-orders are very low the S and X are going down to Nothing the model 3 make no money at $35 k tell me why you want to buy?
","Apr 04, 2019 9:59AM ET",
917,"Good time to buy next week 280
","Apr 04, 2019 9:51AM ET",
918,"right now buy or sell ?
","Apr 04, 2019 9:50AM ET",
919,"Tesla sales numbers were bad, have to admit.. Anyhow it seem that 265 is the botoom for now.
","Apr 04, 2019 9:49AM ET",
920,"scary numbers! nobody want the S and X .so $260 now after news of musk $200
","Apr 04, 2019 9:48AM ET",
921,"relax relax!
","Apr 04, 2019 9:45AM ET",
922,"240 next week ?
","Apr 04, 2019 9:41AM ET",
923,"wow, seems Elon could get a slap on the hand, or they're saying the Judge may say Elon can't be the CEO anymore??? I wonder what will happen...
","Apr 04, 2019 9:33AM ET",
924,"bad day for shareholders
","Apr 04, 2019 9:21AM ET",
925,"anyone think this will drop even lower after open?
","Apr 04, 2019 9:21AM ET",
926,"tesla  is  tata motor ?
","Apr 04, 2019 9:17AM ET",
927,"you are wrong. The smart people are selling to get away from this lousy stock.
","Apr 04, 2019 9:09AM ET",
928,"the Q1 2018 they only deliver less than 30k that's within gov subsidies, and this year Q1 was actually 63k deliveries. and people are selling their shares. it just show there's many people out there don't know what they're doing in the stock market.
","Apr 04, 2019 8:52AM ET",
929,"Sad to see such a kind amazing and charming fellow like EM, having jos lunch eaten by the snails pace of the majors finally plugging things in. Bad time to have the munchies....
","Apr 04, 2019 8:46AM ET",
930,"One of the worst performance...
","Apr 04, 2019 8:45AM ET",
931,"Now down 10% in pre-market!
","Apr 04, 2019 8:23AM ET",
932,"$265 in premarket .....wow...it's gonna get roasted today. just wait til next quarter when the consistency of less being bought shows it face
","Apr 04, 2019 7:35AM ET",
933,"110% year over year. Model 3 expectations were 51K they got 50.9K with 10k in transit. TANTRUM TIME
","Apr 04, 2019 7:18AM ET",
934,"Interesting.
","Apr 04, 2019 5:50AM ET",
935,"It just start to form the invert head and shoulder... haha.
","Apr 04, 2019 5:45AM ET",
936,"Remember Remember 4th of April.
","Apr 04, 2019 5:23AM ET",
937,"Did you saw my ''Pikachu''.
","Apr 04, 2019 5:22AM ET",
938,"So guidance for total deliveries in 2019 is now 360,000 to 400,000 - that is a long way from Musk's illegal manipulative tweet that has him in court today.
","Apr 04, 2019 5:19AM ET",
939,"Market so bad... Possible to return back??
","Apr 04, 2019 5:17AM ET",
940,"What happened???
","Apr 04, 2019 4:34AM ET",
941,"Accounting for cars in transit just 20% down (71k vs 90k), compared to record quarter, where 'everything must go' and everybody wanted to take delivery due tarifs, coping with logistical nightmare, really not so bad numbers. But I agree on negative outlook...Show more
","Apr 04, 2019 4:26AM ET",
942,"ooouuups %31 delivery drop for q1.
","Apr 04, 2019 4:09AM ET",
943,"Good sign.. Today can reach $300
","Apr 04, 2019 2:56AM ET",
944,"Wow nobody wants a Model S anymore.
","Apr 04, 2019 2:28AM ET",
945,"Well deliveries are dwn 31% so thats a good # for the stock to go dwn. Short !
","Apr 03, 2019 9:33PM ET",
946,"It looks like it held 300.-. buy atm puts or go short.
","Apr 03, 2019 9:15PM ET",
947,"short time again
","Apr 03, 2019 8:57PM ET",
948,"wow! only 63000 and model S and X are down 50%! pnly 12000 nobody want this cars anymore!
","Apr 03, 2019 8:53PM ET",
949,"On the 4th, do not expect a ruling.  It's possible, just not highly probable.  The judge ordered a hearing to clarify the facts.  All eyes are on her.  She will listen, think it through and deliver a fair ruling.
","Apr 03, 2019 8:30PM ET",
950,"63000 delivery
","Apr 03, 2019 8:29PM ET",
951,"Introducing a More Seamless Navigate on Autopilot https://www.tesla.com/blog/introducing-more-seamless-navigate-autopilot
","Apr 03, 2019 6:26PM ET",
952,"shorts never own shares. that's what makes them shorts.
","Apr 03, 2019 5:47PM ET",
953,"There is also a chance they will release numbers after big court date tomorrow. If we get positive outcome on both, we should see above 340 again.
","Apr 03, 2019 5:10PM ET",
954,"Elon just tweeted. If the actual numbers of Q1 are bad, I dont think he would be tweeting like that. Should expect big gain anytime this week.
","Apr 03, 2019 4:33PM ET",
955,"where are my delivery numbers...
","Apr 03, 2019 12:49PM ET",
956,"I have a 295 call for this friday. should i keep it or sell it ?
","Apr 03, 2019 12:26PM ET",
957,"EOD 294!
","Apr 03, 2019 12:07PM ET",
958,"Big court hearing tomorrow. Elon is about to have manners put on him by the judge. His actions are clearly in contempt of court.
","Apr 03, 2019 11:59AM ET",
959,"even cnbc guys ( not big fans of Elon) admit that ICE auto executives are very impressed by what Tesla is achieving. But in pubic they slam the company. Poor guys :))
","Apr 03, 2019 11:56AM ET",
960,"looks weak....
","Apr 03, 2019 11:47AM ET",
961,"my bear case was that it touches 290 and falls, and bull case is that it its's 294 and retest 290 and takes off.
","Apr 03, 2019 11:39AM ET",
962,"291 by close
","Apr 03, 2019 11:14AM ET",
963,"Europe sell 3500 units is good ??!! anything to push this stock up.to much manipulation.no volume easy to control no share available to short.this stock will go down when they have not more money.
","Apr 03, 2019 10:46AM ET",
964,"Break 295 to beat 320
","Apr 03, 2019 10:44AM ET",
965,"Q1 = ~ 100k units
","Apr 03, 2019 10:31AM ET",
966,"more like 312 - 326- 346
","Apr 03, 2019 10:27AM ET",
967,"RUn . 285-  270- 252 next targets.
","Apr 03, 2019 10:20AM ET",
968,"looks like a break out. shorts be careful!!
","Apr 03, 2019 10:17AM ET",
969,"short 292
","Apr 03, 2019 10:00AM ET",
970,"WTI I MISSED YOU!
","Apr 03, 2019 9:49AM ET",
971,"With no info out this open looks very squeezy to me.
","Apr 03, 2019 9:49AM ET",
972,"obviously delivery news were good!
","Apr 03, 2019 9:49AM ET",
973,"{{pid:13994;chg_pct:-1.14}}buy now
","Apr 03, 2019 8:26AM ET",
974,"Anyone know what they plan on announcing today?
","Apr 03, 2019 5:59AM ET",
975,"remember remember 4th of April.
","Apr 03, 2019 3:10AM ET",
976,"Picked up 150 more shares at 259-262 last week for quick swing trade. Q1 delivery number should be released very soon and I strong believe it will be better than expected.
","Apr 03, 2019 1:57AM ET",
977,"well, tomorrow re-test $278
","Apr 02, 2019 4:04PM ET",
978,"$291 in 2 hour 45 minutes ;)
","Apr 02, 2019 12:51PM ET",
979,"Will close in GREEN, 291. :D It is not even beginning of the pup.
","Apr 02, 2019 10:13AM ET",
980,"My range for Friday would be in $260's
","Apr 02, 2019 9:48AM ET",
981,"seems you got your 285. .. pretty fast.
","Apr 02, 2019 9:41AM ET",
982,"Tuesday reversal gang!
","Apr 02, 2019 9:33AM ET",
983,"I was thinking 320 by the end of the week, I suppose that can allow for some down movement in the way...
","Apr 02, 2019 9:28AM ET",
984,"will it go back to $285 now?
","Apr 02, 2019 9:25AM ET",
985,"Bob Lutz just said Elon is known to use recreational drugs on @cnbc. I'm even more bullish now!
","Apr 02, 2019 9:25AM ET",
